order_no,customer_id,seller_id,total_amount,status,id,created_at,updated_at,is_deleted
ORD-20260841,150,708,193983.66,done,10842,2025-10-23 20:28:42.190923,2025-11-25 20:28:42.194000,0
ORD-20260842,526,4741,1709712.1600000001,done,10843,2025-09-30 20:28:42.193617,2025-11-25 20:28:42.198952,0
ORD-20260843,132,61,2105459.92,shipped,10844,2025-09-29 20:28:42.198616,2025-11-25 20:28:42.203929,0
ORD-20260844,150,863,1047179.78,done,10845,2025-11-20 20:28:42.203564,2025-11-25 20:28:42.208922,0
ORD-20260845,254,145,337498.74,done,10846,2025-11-13 20:28:42.208589,2025-11-25 20:28:42.211258,0
ORD-20260846,421,4135,1123933.47,pending,10847,2025-10-21 20:28:42.210935,2025-11-25 20:28:42.216301,0
ORD-20260847,13,2394,1824113.0899999996,done,10848,2025-10-27 20:28:42.215939,2025-11-25 20:28:42.221596,0
ORD-20260848,118,569,1667265.32,done,10849,2025-11-01 20:28:42.221254,2025-11-25 20:28:42.227861,0
ORD-20260849,475,626,262244.0,shipped,10850,2025-11-04 20:28:42.227537,2025-11-25 20:28:42.229069,0
ORD-20260850,271,967,1295495.63,pending,10851,2025-10-16 20:28:42.280354,2025-11-25 20:28:42.287395,0
ORD-20260851,416,4165,1360230.6,done,10852,2025-10-18 20:28:42.286962,2025-11-25 20:28:42.294294,0
ORD-20260852,181,861,1944235.01,done,10853,2025-10-14 20:28:42.293944,2025-11-25 20:28:42.300915,0
ORD-20260853,315,3029,1141746.1,done,10854,2025-10-16 20:28:42.300579,2025-11-25 20:28:42.303720,0
ORD-20260854,143,3630,1538224.21,done,10855,2025-10-14 20:28:42.303371,2025-11-25 20:28:42.309653,0
ORD-20260855,451,3302,1547345.5199999998,paid,10856,2025-11-20 20:28:42.309197,2025-11-25 20:28:42.315622,0
ORD-20260856,63,3448,1105774.3499999999,paid,10857,2025-10-23 20:28:42.315292,2025-11-25 20:28:42.321296,0
ORD-20260857,499,971,1447632.1,done,10858,2025-11-12 20:28:42.320949,2025-11-25 20:28:42.324616,0
ORD-20260858,561,2700,2987266.93,done,10859,2025-11-06 20:28:42.324275,2025-11-25 20:28:42.331521,0
ORD-20260859,404,754,196400.0,done,10860,2025-11-15 20:28:42.331166,2025-11-25 20:28:42.332797,0
ORD-20260860,23,3689,2574366.5200000005,pending,10861,2025-11-11 20:28:42.332009,2025-11-25 20:28:42.337984,0
ORD-20260861,147,483,1836536.9,done,10862,2025-11-08 20:28:42.337631,2025-11-25 20:28:42.342289,0
ORD-20260862,268,3036,1746858.0899999999,done,10863,2025-10-24 20:28:42.341934,2025-11-25 20:28:42.347733,0
ORD-20260863,83,1930,636919.2200000001,done,10864,2025-09-29 20:28:42.347392,2025-11-25 20:28:42.349263,0
ORD-20260864,23,1109,219351.81,pending,10865,2025-11-03 20:28:42.348213,2025-11-25 20:28:42.351240,0
ORD-20260865,128,2998,70566.22,done,10866,2025-11-12 20:28:42.350900,2025-11-25 20:28:42.353287,0
ORD-20260866,307,3708,1405469.0300000003,done,10867,2025-11-02 20:28:42.352935,2025-11-25 20:28:42.358513,0
ORD-20260867,504,1304,1677367.78,pending,10868,2025-10-20 20:28:42.358013,2025-11-25 20:28:42.364969,0
ORD-20260868,598,1633,2116115.08,pending,10869,2025-10-22 20:28:42.364607,2025-11-25 20:28:42.371411,0
ORD-20260869,328,3850,2030304.5899999999,done,10870,2025-11-05 20:28:42.371015,2025-11-25 20:28:42.377657,0
ORD-20260870,103,984,301159.37,pending,10871,2025-10-01 20:28:42.377320,2025-11-25 20:28:42.380142,0
ORD-20260871,421,4867,2084555.4899999998,pending,10872,2025-10-11 20:28:42.379777,2025-11-25 20:28:42.387041,0
ORD-20260872,270,2665,2371593.9899999998,done,10873,2025-11-07 20:28:42.386583,2025-11-25 20:28:42.394901,0
ORD-20260873,64,3632,1200665.1600000001,done,10874,2025-10-11 20:28:42.394482,2025-11-25 20:28:42.399917,0
ORD-20260874,467,657,734716.68,shipped,10875,2025-09-27 20:28:42.399527,2025-11-25 20:28:42.404361,0
ORD-20260875,239,3469,2707840.79,done,10876,2025-11-15 20:28:42.403998,2025-11-25 20:28:42.410943,0
ORD-20260876,482,3566,1769673.21,done,10877,2025-10-23 20:28:42.410605,2025-11-25 20:28:42.414002,0
ORD-20260877,177,4619,637661.6300000001,done,10878,2025-11-24 20:28:42.413660,2025-11-25 20:28:42.418515,0
ORD-20260878,262,4496,222721.94,done,10879,2025-10-20 20:28:42.418146,2025-11-25 20:28:42.422628,0
ORD-20260879,247,2042,800962.9,done,10880,2025-10-05 20:28:42.418996,2025-11-25 20:28:42.425040,0
ORD-20260880,209,667,853842.62,done,10881,2025-10-03 20:28:42.424547,2025-11-25 20:28:42.429323,0
ORD-20260881,154,3413,270534.31,shipped,10882,2025-10-16 20:28:42.428952,2025-11-25 20:28:42.432893,0
ORD-20260882,429,2096,1255137.6600000001,done,10883,2025-10-01 20:28:42.432489,2025-11-25 20:28:42.435203,0
ORD-20260883,536,1950,520815.51000000007,shipped,10884,2025-11-17 20:28:42.434814,2025-11-25 20:28:42.438398,0
ORD-20260884,374,4472,26000.0,done,10885,2025-11-12 20:28:42.437922,2025-11-25 20:28:42.439882,0
ORD-20260885,335,4203,666074.5899999999,done,10886,2025-11-17 20:28:42.439001,2025-11-25 20:28:42.444506,0
ORD-20260886,570,4980,148456.80000000002,done,10887,2025-10-02 20:28:42.444178,2025-11-25 20:28:42.445967,0
ORD-20260887,580,751,715818.19,pending,10888,2025-11-04 20:28:42.444963,2025-11-25 20:28:42.449619,0
ORD-20260888,577,60,751339.26,done,10889,2025-11-12 20:28:42.449264,2025-11-25 20:28:42.452702,0
ORD-20260889,481,469,586722.75,pending,10890,2025-10-30 20:28:42.452306,2025-11-25 20:28:42.454272,0
ORD-20260890,246,362,523746.27,paid,10891,2025-10-20 20:28:42.453244,2025-11-25 20:28:42.457355,0
ORD-20260891,293,4037,1758573.3299999998,done,10892,2025-10-15 20:28:42.456960,2025-11-25 20:28:42.464043,0
ORD-20260892,378,587,1215502.48,done,10893,2025-10-06 20:28:42.463683,2025-11-25 20:28:42.469675,0
ORD-20260893,299,3661,1103330.78,done,10894,2025-09-26 20:28:42.469279,2025-11-25 20:28:42.474527,0
ORD-20260894,88,470,859298.19,paid,10895,2025-10-26 20:28:42.474136,2025-11-25 20:28:42.481042,0
ORD-20260895,309,2035,204291.94,done,10896,2025-10-12 20:28:42.480674,2025-11-25 20:28:42.483872,0
ORD-20260896,315,1664,278132.71,pending,10897,2025-11-10 20:28:42.483364,2025-11-25 20:28:42.486182,0
ORD-20260897,155,1146,1209650.48,done,10898,2025-11-18 20:28:42.485685,2025-11-25 20:28:42.491526,0
ORD-20260898,410,3226,1239469.8199999998,paid,10899,2025-10-27 20:28:42.491092,2025-11-25 20:28:42.495567,0
ORD-20260899,104,326,992335.8600000001,paid,10900,2025-09-26 20:28:42.495183,2025-11-25 20:28:42.499136,0
ORD-20260900,164,4671,672282.84,done,10901,2025-10-25 20:28:42.540755,2025-11-25 20:28:42.545311,0
ORD-20260901,518,1580,154639.4,shipped,10902,2025-10-24 20:28:42.544886,2025-11-25 20:28:42.547002,0
ORD-20260902,566,2777,1431019.9300000002,done,10903,2025-11-01 20:28:42.545970,2025-11-25 20:28:42.551923,0
ORD-20260903,411,859,624796.62,shipped,10904,2025-09-26 20:28:42.551565,2025-11-25 20:28:42.555435,0
ORD-20260904,59,1720,912853.4600000001,done,10905,2025-10-14 20:28:42.555094,2025-11-25 20:28:42.560448,0
ORD-20260905,328,4423,2106290.43,done,10906,2025-10-15 20:28:42.560091,2025-11-25 20:28:42.566853,0
ORD-20260906,504,4084,1512718.76,paid,10907,2025-11-05 20:28:42.566460,2025-11-25 20:28:42.570630,0
ORD-20260907,262,3898,1028491.4299999999,done,10908,2025-11-21 20:28:42.570130,2025-11-25 20:28:42.573522,0
ORD-20260908,69,3525,1562282.8,paid,10909,2025-10-26 20:28:42.573182,2025-11-25 20:28:42.579668,0
ORD-20260909,580,3659,1880695.1500000001,done,10910,2025-10-12 20:28:42.579298,2025-11-25 20:28:42.585819,0
ORD-20260910,325,2523,1006464.2999999999,done,10911,2025-09-26 20:28:42.585418,2025-11-25 20:28:42.591621,0
ORD-20260911,521,2892,532527.69,done,10912,2025-10-20 20:28:42.591210,2025-11-25 20:28:42.594571,0
ORD-20260912,407,3931,551857.1900000001,done,10913,2025-10-03 20:28:42.594235,2025-11-25 20:28:42.597531,0
ORD-20260913,598,4760,416889.2,paid,10914,2025-11-17 20:28:42.597186,2025-11-25 20:28:42.598763,0
ORD-20260914,16,630,855742.26,paid,10915,2025-10-29 20:28:42.598004,2025-11-25 20:28:42.600922,0
ORD-20260915,553,649,816081.12,shipped,10916,2025-11-24 20:28:42.600572,2025-11-25 20:28:42.604333,0
ORD-20260916,481,1907,2638926.8200000003,paid,10917,2025-10-28 20:28:42.603891,2025-11-25 20:28:42.610793,0
ORD-20260917,373,2532,988240.75,done,10918,2025-11-15 20:28:42.610439,2025-11-25 20:28:42.614997,0
ORD-20260918,128,1277,403059.86000000004,pending,10919,2025-10-15 20:28:42.614545,2025-11-25 20:28:42.618815,0
ORD-20260919,178,4031,1061743.58,done,10920,2025-11-10 20:28:42.618476,2025-11-25 20:28:42.622184,0
ORD-20260920,524,2285,933963.9,paid,10921,2025-11-10 20:28:42.621830,2025-11-25 20:28:42.625758,0
ORD-20260921,420,604,1972090.91,shipped,10922,2025-09-30 20:28:42.625430,2025-11-25 20:28:42.631917,0
ORD-20260922,377,316,250283.88,pending,10923,2025-10-04 20:28:42.631593,2025-11-25 20:28:42.634127,0
ORD-20260923,390,2039,1953140.5,pending,10924,2025-11-14 20:28:42.633770,2025-11-25 20:28:42.640910,0
ORD-20260924,532,3759,1415994.51,done,10925,2025-10-20 20:28:42.640545,2025-11-25 20:28:42.646556,0
ORD-20260925,456,3170,1618719.4899999998,done,10926,2025-11-18 20:28:42.646207,2025-11-25 20:28:42.652569,0
ORD-20260926,381,4822,3635066.4499999997,paid,10927,2025-11-17 20:28:42.652159,2025-11-25 20:28:42.659436,0
ORD-20260927,283,1807,1269276.19,done,10928,2025-10-04 20:28:42.659060,2025-11-25 20:28:42.664930,0
ORD-20260928,567,1768,619792.92,pending,10929,2025-10-07 20:28:42.664593,2025-11-25 20:28:42.666346,0
ORD-20260929,135,577,1811555.13,paid,10930,2025-10-09 20:28:42.665427,2025-11-25 20:28:42.671679,0
ORD-20260930,14,380,210579.40999999997,done,10931,2025-10-01 20:28:42.671350,2025-11-25 20:28:42.673712,0
ORD-20260931,402,4474,2737917.5599999996,paid,10932,2025-10-14 20:28:42.673366,2025-11-25 20:28:42.679805,0
ORD-20260932,220,4133,1274517.4,done,10933,2025-09-27 20:28:42.679484,2025-11-25 20:28:42.686356,0
ORD-20260933,535,3644,123238.34999999999,pending,10934,2025-11-18 20:28:42.686029,2025-11-25 20:28:42.687860,0
ORD-20260934,63,2444,210376.30999999997,done,10935,2025-10-31 20:28:42.686816,2025-11-25 20:28:42.690106,0
ORD-20260935,5,4106,1453829.99,done,10936,2025-10-22 20:28:42.689777,2025-11-25 20:28:42.695137,0
ORD-20260936,223,1621,617923.39,pending,10937,2025-11-04 20:28:42.694789,2025-11-25 20:28:42.699392,0
ORD-20260937,205,4251,757048.2,done,10938,2025-11-03 20:28:42.699041,2025-11-25 20:28:42.704544,0
ORD-20260938,521,184,944645.6799999999,done,10939,2025-11-12 20:28:42.704175,2025-11-25 20:28:42.707785,0
ORD-20260939,527,3698,1677657.3499999999,paid,10940,2025-10-17 20:28:42.707418,2025-11-25 20:28:42.713613,0
ORD-20260940,312,358,829778.88,pending,10941,2025-11-11 20:28:42.713293,2025-11-25 20:28:42.715666,0
ORD-20260941,484,672,179296.02,paid,10942,2025-10-21 20:28:42.715320,2025-11-25 20:28:42.718903,0
ORD-20260942,59,196,195242.87000000002,shipped,10943,2025-11-05 20:28:42.718557,2025-11-25 20:28:42.720858,0
ORD-20260943,343,3196,2199395.23,paid,10944,2025-11-10 20:28:42.720496,2025-11-25 20:28:42.726757,0
ORD-20260944,566,3530,89663.70000000001,paid,10945,2025-11-15 20:28:42.726417,2025-11-25 20:28:42.727793,0
ORD-20260945,382,1167,1636052.4699999995,pending,10946,2025-10-18 20:28:42.727242,2025-11-25 20:28:42.734640,0
ORD-20260946,47,2922,1520958.8499999999,done,10947,2025-11-05 20:28:42.734310,2025-11-25 20:28:42.739648,0
ORD-20260947,584,2292,1204594.0799999998,done,10948,2025-11-15 20:28:42.739315,2025-11-25 20:28:42.743717,0
ORD-20260948,205,4840,304232.43,done,10949,2025-11-20 20:28:42.743396,2025-11-25 20:28:42.745762,0
ORD-20260949,26,209,302603.29,paid,10950,2025-10-05 20:28:42.745275,2025-11-25 20:28:42.747383,0
ORD-20260950,522,1061,1279290.72,done,10951,2025-11-12 20:28:42.836517,2025-11-25 20:28:42.844704,0
ORD-20260951,380,897,353769.44,done,10952,2025-10-23 20:28:42.844363,2025-11-25 20:28:42.846023,0
ORD-20260952,469,1299,469123.55,done,10953,2025-11-03 20:28:42.845191,2025-11-25 20:28:42.849565,0
ORD-20260953,109,3970,1472988.05,done,10954,2025-10-24 20:28:42.849218,2025-11-25 20:28:42.854811,0
ORD-20260954,312,877,1206082.69,pending,10955,2025-11-25 20:28:42.854433,2025-11-25 20:28:42.860083,0
ORD-20260955,296,2873,1567964.79,paid,10956,2025-11-01 20:28:42.859735,2025-11-25 20:28:42.865855,0
ORD-20260956,536,4282,42712.47,pending,10957,2025-10-17 20:28:42.865486,2025-11-25 20:28:42.867248,0
ORD-20260957,203,3578,325461.65,pending,10958,2025-10-22 20:28:42.866405,2025-11-25 20:28:42.870324,0
ORD-20260958,290,2505,1562879.25,shipped,10959,2025-10-09 20:28:42.869974,2025-11-25 20:28:42.877101,0
ORD-20260959,247,265,629427.95,paid,10960,2025-11-07 20:28:42.876751,2025-11-25 20:28:42.883457,0
ORD-20260960,155,1014,385472.76,pending,10961,2025-10-25 20:28:42.883028,2025-11-25 20:28:42.884915,0
ORD-20260961,135,28,696962.4700000001,pending,10962,2025-09-29 20:28:42.883992,2025-11-25 20:28:42.888618,0
ORD-20260962,579,4576,1253574.02,shipped,10963,2025-11-25 20:28:42.888274,2025-11-25 20:28:42.892127,0
ORD-20260963,460,843,1379063.3199999998,done,10964,2025-10-14 20:28:42.891779,2025-11-25 20:28:42.896394,0
ORD-20260964,482,2200,916227.6,done,10965,2025-11-09 20:28:42.896034,2025-11-25 20:28:42.897699,0
ORD-20260965,422,556,664541.8999999999,done,10966,2025-09-30 20:28:42.896913,2025-11-25 20:28:42.899006,0
ORD-20260966,536,2768,140613.84,shipped,10967,2025-11-04 20:28:42.898228,2025-11-25 20:28:42.900386,0
ORD-20260967,290,4087,772238.14,done,10968,2025-11-03 20:28:42.899541,2025-11-25 20:28:42.903096,0
ORD-20260968,229,578,685790.1199999999,done,10969,2025-10-19 20:28:42.902744,2025-11-25 20:28:42.908784,0
ORD-20260969,44,2701,2158502.78,done,10970,2025-11-20 20:28:42.908357,2025-11-25 20:28:42.915824,0
ORD-20260970,495,4613,1473426.56,done,10971,2025-10-16 20:28:42.915450,2025-11-25 20:28:42.922415,0
ORD-20260971,121,3958,658482.4299999999,shipped,10972,2025-10-25 20:28:42.922035,2025-11-25 20:28:42.925371,0
ORD-20260972,104,4385,1347596.9,done,10973,2025-11-01 20:28:42.925000,2025-11-25 20:28:42.929790,0
ORD-20260973,438,1180,935856.69,done,10974,2025-10-21 20:28:42.929427,2025-11-25 20:28:42.932940,0
ORD-20260974,103,4362,1089106.09,done,10975,2025-10-21 20:28:42.932562,2025-11-25 20:28:42.938202,0
ORD-20260975,23,3262,298370.49,shipped,10976,2025-10-28 20:28:42.937843,2025-11-25 20:28:42.940423,0
ORD-20260976,255,906,382752.62,done,10977,2025-11-04 20:28:42.940065,2025-11-25 20:28:42.942709,0
ORD-20260977,275,4377,906712.8,done,10978,2025-10-02 20:28:42.942346,2025-11-25 20:28:42.944070,0
ORD-20260978,299,2594,2321220.0,shipped,10979,2025-10-08 20:28:42.943245,2025-11-25 20:28:42.951579,0
ORD-20260979,268,6,1024281.3900000001,paid,10980,2025-10-08 20:28:42.951184,2025-11-25 20:28:42.955187,0
ORD-20260980,320,4725,1301617.54,pending,10981,2025-11-06 20:28:42.954822,2025-11-25 20:28:42.960436,0
ORD-20260981,398,4662,991588.2000000001,done,10982,2025-10-10 20:28:42.960066,2025-11-25 20:28:42.961785,0
ORD-20260982,501,63,1547708.5900000003,shipped,10983,2025-11-01 20:28:42.960959,2025-11-25 20:28:42.967830,0
ORD-20260983,255,2829,52477.44,done,10984,2025-10-15 20:28:42.967460,2025-11-25 20:28:42.969902,0
ORD-20260984,575,1576,1613179.31,pending,10985,2025-09-27 20:28:42.969518,2025-11-25 20:28:42.975816,0
ORD-20260985,442,3705,1507749.16,done,10986,2025-10-25 20:28:42.975443,2025-11-25 20:28:42.982542,0
ORD-20260986,154,4255,19857.7,done,10987,2025-10-22 20:28:42.982093,2025-11-25 20:28:42.983948,0
ORD-20260987,451,3386,885081.29,done,10988,2025-10-22 20:28:42.983095,2025-11-25 20:28:42.987780,0
ORD-20260988,260,4948,488716.94,pending,10989,2025-09-27 20:28:42.987256,2025-11-25 20:28:42.990742,0
ORD-20260989,144,4252,47002.13,pending,10990,2025-10-15 20:28:42.990400,2025-11-25 20:28:42.992092,0
ORD-20260990,84,1080,2097379.8,done,10991,2025-10-13 20:28:42.991222,2025-11-25 20:28:42.998908,0
ORD-20260991,14,4536,939151.26,paid,10992,2025-11-09 20:28:42.998556,2025-11-25 20:28:43.002863,0
ORD-20260992,367,4645,2431236.5300000003,done,10993,2025-10-27 20:28:43.002510,2025-11-25 20:28:43.007268,0
ORD-20260993,356,3756,1625150.8199999998,pending,10994,2025-11-11 20:28:43.006934,2025-11-25 20:28:43.013193,0
ORD-20260994,199,3428,21064.72,paid,10995,2025-11-12 20:28:43.012846,2025-11-25 20:28:43.014412,0
ORD-20260995,9,1001,2568299.0500000007,paid,10996,2025-11-20 20:28:43.013666,2025-11-25 20:28:43.020463,0
ORD-20260996,579,987,608238.0099999999,paid,10997,2025-10-03 20:28:43.020102,2025-11-25 20:28:43.023756,0
ORD-20260997,544,635,1347115.79,pending,10998,2025-10-16 20:28:43.023406,2025-11-25 20:28:43.030491,0
ORD-20260998,27,2904,1063080.9200000002,pending,10999,2025-10-01 20:28:43.030137,2025-11-25 20:28:43.033441,0
ORD-20260999,410,4357,2049899.48,done,11000,2025-10-02 20:28:43.032988,2025-11-25 20:28:43.039072,0
ORD-20261000,229,548,354815.05000000005,done,11001,2025-09-29 20:28:43.094622,2025-11-25 20:28:43.098850,0
ORD-20261001,7,1023,1093841.77,done,11002,2025-10-17 20:28:43.098464,2025-11-25 20:28:43.105629,0
ORD-20261002,548,838,716381.46,paid,11003,2025-11-11 20:28:43.105146,2025-11-25 20:28:43.109234,0
ORD-20261003,283,3485,1783398.8000000003,paid,11004,2025-11-12 20:28:43.108879,2025-11-25 20:28:43.115126,0
ORD-20261004,118,1275,20151.09,pending,11005,2025-11-23 20:28:43.114785,2025-11-25 20:28:43.116536,0
ORD-20261005,39,3982,2184842.62,pending,11006,2025-10-02 20:28:43.115600,2025-11-25 20:28:43.123554,0
ORD-20261006,571,1597,762177.72,shipped,11007,2025-10-03 20:28:43.123179,2025-11-25 20:28:43.127289,0
ORD-20261007,276,4278,1535810.88,done,11008,2025-11-14 20:28:43.126918,2025-11-25 20:28:43.131619,0
ORD-20261008,411,1272,1023405.4,done,11009,2025-10-31 20:28:43.131230,2025-11-25 20:28:43.136353,0
ORD-20261009,523,4447,2352595.45,done,11010,2025-11-21 20:28:43.135980,2025-11-25 20:28:43.142495,0
ORD-20261010,260,1191,1088834.1800000002,done,11011,2025-10-10 20:28:43.142139,2025-11-25 20:28:43.147573,0
ORD-20261011,526,3387,1042304.4099999999,paid,11012,2025-11-01 20:28:43.147200,2025-11-25 20:28:43.150094,0
ORD-20261012,426,2962,923805.06,done,11013,2025-09-29 20:28:43.149709,2025-11-25 20:28:43.153798,0
ORD-20261013,268,2164,1615047.6400000001,shipped,11014,2025-10-12 20:28:43.153426,2025-11-25 20:28:43.158994,0
ORD-20261014,283,4327,1431077.44,done,11015,2025-11-09 20:28:43.158626,2025-11-25 20:28:43.162107,0
ORD-20261015,418,2985,1273248.53,shipped,11016,2025-10-12 20:28:43.161735,2025-11-25 20:28:43.168365,0
ORD-20261016,438,4562,599011.32,paid,11017,2025-11-23 20:28:43.168005,2025-11-25 20:28:43.171225,0
ORD-20261017,524,1762,1521912.42,pending,11018,2025-11-22 20:28:43.170868,2025-11-25 20:28:43.174224,0
ORD-20261018,410,3039,2295638.46,pending,11019,2025-11-04 20:28:43.173857,2025-11-25 20:28:43.181054,0
ORD-20261019,402,4008,1252873.1199999999,paid,11020,2025-10-31 20:28:43.180659,2025-11-25 20:28:43.184894,0
ORD-20261020,275,299,1023090.13,shipped,11021,2025-10-25 20:28:43.184429,2025-11-25 20:28:43.187861,0
ORD-20261021,132,3271,37064.14,done,11022,2025-10-04 20:28:43.187508,2025-11-25 20:28:43.189159,0
ORD-20261022,80,877,1687850.6199999999,done,11023,2025-10-21 20:28:43.188356,2025-11-25 20:28:43.195106,0
ORD-20261023,147,854,407359.72000000003,paid,11024,2025-10-17 20:28:43.194729,2025-11-25 20:28:43.198604,0
ORD-20261024,523,2249,470498.04,shipped,11025,2025-10-10 20:28:43.198212,2025-11-25 20:28:43.199754,0
ORD-20261025,271,2015,331185.83999999997,done,11026,2025-10-14 20:28:43.199122,2025-11-25 20:28:43.201880,0
ORD-20261026,421,4564,1902149.24,done,11027,2025-09-28 20:28:43.201525,2025-11-25 20:28:43.208836,0
ORD-20261027,271,991,1064692.2400000002,done,11028,2025-11-14 20:28:43.208444,2025-11-25 20:28:43.210758,0
ORD-20261028,302,3134,1586000.9100000001,shipped,11029,2025-10-25 20:28:43.210399,2025-11-25 20:28:43.216174,0
ORD-20261029,141,2261,209907.94,done,11030,2025-10-28 20:28:43.215823,2025-11-25 20:28:43.219847,0
ORD-20261030,196,2606,2190946.59,shipped,11031,2025-11-07 20:28:43.219493,2025-11-25 20:28:43.226884,0
ORD-20261031,482,2782,2613940.3899999997,done,11032,2025-10-01 20:28:43.226525,2025-11-25 20:28:43.232640,0
ORD-20261032,584,4285,1339530.1500000001,done,11033,2025-10-28 20:28:43.232277,2025-11-25 20:28:43.238715,0
ORD-20261033,229,2526,1771610.04,done,11034,2025-11-08 20:28:43.238348,2025-11-25 20:28:43.243216,0
ORD-20261034,398,1535,1562151.92,done,11035,2025-11-16 20:28:43.242714,2025-11-25 20:28:43.246220,0
ORD-20261035,529,4472,1780868.34,done,11036,2025-10-10 20:28:43.245790,2025-11-25 20:28:43.249198,0
ORD-20261036,16,1904,150662.28,pending,11037,2025-11-10 20:28:43.248852,2025-11-25 20:28:43.251283,0
ORD-20261037,485,3921,74418.70999999999,paid,11038,2025-10-28 20:28:43.250940,2025-11-25 20:28:43.253302,0
ORD-20261038,431,1633,64535.36,done,11039,2025-11-09 20:28:43.252955,2025-11-25 20:28:43.254649,0
ORD-20261039,409,4082,390942.84,shipped,11040,2025-11-02 20:28:43.253802,2025-11-25 20:28:43.258048,0
ORD-20261040,114,151,1856178.1099999999,done,11041,2025-10-05 20:28:43.257480,2025-11-25 20:28:43.262126,0
ORD-20261041,378,4866,566372.14,done,11042,2025-09-29 20:28:43.261722,2025-11-25 20:28:43.265577,0
ORD-20261042,399,4564,1013000.2000000001,done,11043,2025-10-31 20:28:43.265140,2025-11-25 20:28:43.271276,0
ORD-20261043,458,550,247620.93,shipped,11044,2025-10-12 20:28:43.270860,2025-11-25 20:28:43.275909,0
ORD-20261044,269,2928,138606.38,done,11045,2025-11-02 20:28:43.275515,2025-11-25 20:28:43.279005,0
ORD-20261045,245,4088,123348.69,done,11046,2025-10-01 20:28:43.278537,2025-11-25 20:28:43.281124,0
ORD-20261046,404,3278,667716.54,done,11047,2025-10-02 20:28:43.279616,2025-11-25 20:28:43.283299,0
ORD-20261047,70,1551,974986.1799999999,done,11048,2025-10-25 20:28:43.282910,2025-11-25 20:28:43.287294,0
ORD-20261048,543,3865,1439602.48,done,11049,2025-11-08 20:28:43.286895,2025-11-25 20:28:43.291947,0
ORD-20261049,115,3155,195195.36,done,11050,2025-11-13 20:28:43.291470,2025-11-25 20:28:43.294175,0
ORD-20261050,498,4100,1300638.42,pending,11051,2025-11-22 20:28:43.385722,2025-11-25 20:28:43.392469,0
ORD-20261051,181,3511,1449168.59,pending,11052,2025-10-16 20:28:43.392028,2025-11-25 20:28:43.400083,0
ORD-20261052,498,3509,441832.16,done,11053,2025-11-21 20:28:43.399654,2025-11-25 20:28:43.401382,0
ORD-20261053,285,3033,1314980.27,shipped,11054,2025-11-04 20:28:43.400719,2025-11-25 20:28:43.406531,0
ORD-20261054,238,3798,816193.63,done,11055,2025-10-04 20:28:43.406167,2025-11-25 20:28:43.409588,0
ORD-20261055,562,604,1130251.9700000002,shipped,11056,2025-10-13 20:28:43.409163,2025-11-25 20:28:43.412569,0
ORD-20261056,433,2980,1348441.66,done,11057,2025-10-05 20:28:43.412146,2025-11-25 20:28:43.417327,0
ORD-20261057,409,1608,1497324.79,done,11058,2025-11-13 20:28:43.416976,2025-11-25 20:28:43.420852,0
ORD-20261058,80,3382,3151184.6199999996,done,11059,2025-10-21 20:28:43.420452,2025-11-25 20:28:43.427108,0
ORD-20261059,131,2795,935000.4500000001,done,11060,2025-10-22 20:28:43.426761,2025-11-25 20:28:43.428399,0
ORD-20261060,426,1560,1416850.89,done,11061,2025-09-29 20:28:43.427604,2025-11-25 20:28:43.433849,0
ORD-20261061,150,1507,522587.6,shipped,11062,2025-11-04 20:28:43.433512,2025-11-25 20:28:43.435903,0
ORD-20261062,244,2444,683871.03,shipped,11063,2025-10-23 20:28:43.435559,2025-11-25 20:28:43.439577,0
ORD-20261063,271,1677,238549.99,paid,11064,2025-11-08 20:28:43.439234,2025-11-25 20:28:43.442320,0
ORD-20261064,75,3759,1020099.32,pending,11065,2025-11-07 20:28:43.441979,2025-11-25 20:28:43.445192,0
ORD-20261065,320,2690,331161.02999999997,done,11066,2025-10-05 20:28:43.444827,2025-11-25 20:28:43.446757,0
ORD-20261066,193,4202,505452.9800000001,done,11067,2025-10-18 20:28:43.445826,2025-11-25 20:28:43.450474,0
ORD-20261067,101,4011,2159758.4,done,11068,2025-10-30 20:28:43.450117,2025-11-25 20:28:43.455069,0
ORD-20261068,431,1440,1723578.93,pending,11069,2025-10-22 20:28:43.454733,2025-11-25 20:28:43.460566,0
ORD-20261069,580,3901,1825674.6600000001,shipped,11070,2025-10-07 20:28:43.460212,2025-11-25 20:28:43.466698,0
ORD-20261070,418,4204,1336403.7300000002,paid,11071,2025-11-01 20:28:43.466251,2025-11-25 20:28:43.473272,0
ORD-20261071,11,2487,2108785.55,done,11072,2025-11-15 20:28:43.472904,2025-11-25 20:28:43.480394,0
ORD-20261072,482,4743,1415702.8499999999,done,11073,2025-09-27 20:28:43.480031,2025-11-25 20:28:43.484320,0
ORD-20261073,518,2160,152187.15,done,11074,2025-11-15 20:28:43.483971,2025-11-25 20:28:43.485670,0
ORD-20261074,359,1772,2184990.08,pending,11075,2025-10-04 20:28:43.484926,2025-11-25 20:28:43.492371,0
ORD-20261075,503,3906,893097.1199999999,paid,11076,2025-10-16 20:28:43.492008,2025-11-25 20:28:43.498160,0
ORD-20261076,88,1143,1088771.96,pending,11077,2025-10-01 20:28:43.497833,2025-11-25 20:28:43.501604,0
