product_id,warehouse_id,quantity,shelf_location,id,created_at,updated_at,is_deleted
6377,3,1317,,12621,2025-11-25 20:27:38.096067,2025-11-25 20:27:38.096068,0
6377,4,1797,,12622,2025-11-25 20:27:38.096070,2025-11-25 20:27:38.096071,0
6377,6,621,,12623,2025-11-25 20:27:38.096072,2025-11-25 20:27:38.096073,0
6378,2,216,,12624,2025-11-25 20:27:38.096074,2025-11-25 20:27:38.096075,0
6378,4,1618,,12625,2025-11-25 20:27:38.096076,2025-11-25 20:27:38.096077,0
6379,2,1778,,12626,2025-11-25 20:27:38.096079,2025-11-25 20:27:38.096080,0
6380,5,331,,12627,2025-11-25 20:27:38.096081,2025-11-25 20:27:38.096082,0
6380,4,895,,12628,2025-11-25 20:27:38.096083,2025-11-25 20:27:38.096084,0
6381,4,1959,,12629,2025-11-25 20:27:38.096085,2025-11-25 20:27:38.096086,0
6381,6,1077,,12630,2025-11-25 20:27:38.096087,2025-11-25 20:27:38.096088,0
6382,3,1968,,12631,2025-11-25 20:27:38.096089,2025-11-25 20:27:38.096091,0
6382,1,143,,12632,2025-11-25 20:27:38.096092,2025-11-25 20:27:38.096093,0
6383,3,1935,,12633,2025-11-25 20:27:38.096094,2025-11-25 20:27:38.096095,0
6384,3,1571,,12634,2025-11-25 20:27:38.096098,2025-11-25 20:27:38.096099,0
6384,4,1144,,12635,2025-11-25 20:27:38.096100,2025-11-25 20:27:38.096101,0
6384,6,1295,,12636,2025-11-25 20:27:38.096103,2025-11-25 20:27:38.096104,0
6385,5,362,,12637,2025-11-25 20:27:38.096105,2025-11-25 20:27:38.096106,0
6385,2,401,,12638,2025-11-25 20:27:38.096107,2025-11-25 20:27:38.096108,0
6385,1,1309,,12639,2025-11-25 20:27:38.096109,2025-11-25 20:27:38.096110,0
6386,4,1286,,12640,2025-11-25 20:27:38.096111,2025-11-25 20:27:38.096112,0
6387,6,909,,12641,2025-11-25 20:27:38.096113,2025-11-25 20:27:38.096114,0
6388,6,217,,12642,2025-11-25 20:27:38.096116,2025-11-25 20:27:38.096116,0
6388,5,1474,,12643,2025-11-25 20:27:38.096118,2025-11-25 20:27:38.096119,0
6388,3,85,,12644,2025-11-25 20:27:38.096120,2025-11-25 20:27:38.096121,0
6389,3,780,,12645,2025-11-25 20:27:38.096122,2025-11-25 20:27:38.096123,0
6389,2,1569,,12646,2025-11-25 20:27:38.096124,2025-11-25 20:27:38.096125,0
6389,5,1831,,12647,2025-11-25 20:27:38.096126,2025-11-25 20:27:38.096127,0
6390,1,433,,12648,2025-11-25 20:27:38.096128,2025-11-25 20:27:38.096130,0
6390,5,673,,12649,2025-11-25 20:27:38.096131,2025-11-25 20:27:38.096132,0
6390,3,1651,,12650,2025-11-25 20:27:38.096133,2025-11-25 20:27:38.096134,0
6391,3,277,,12651,2025-11-25 20:27:38.096135,2025-11-25 20:27:38.096136,0
6391,1,1367,,12652,2025-11-25 20:27:38.096138,2025-11-25 20:27:38.096139,0
6391,6,1862,,12653,2025-11-25 20:27:38.096140,2025-11-25 20:27:38.096141,0
6392,6,240,,12654,2025-11-25 20:27:38.096142,2025-11-25 20:27:38.096143,0
6392,1,1991,,12655,2025-11-25 20:27:38.096144,2025-11-25 20:27:38.096145,0
6392,4,122,,12656,2025-11-25 20:27:38.096146,2025-11-25 20:27:38.096147,0
6393,4,1791,,12657,2025-11-25 20:27:38.096148,2025-11-25 20:27:38.096149,0
6393,6,1229,,12658,2025-11-25 20:27:38.096150,2025-11-25 20:27:38.096151,0
6394,6,1717,,12659,2025-11-25 20:27:38.096153,2025-11-25 20:27:38.096154,0
6394,5,860,,12660,2025-11-25 20:27:38.096155,2025-11-25 20:27:38.096156,0
6394,4,902,,12661,2025-11-25 20:27:38.096157,2025-11-25 20:27:38.096158,0
6395,5,1693,,12662,2025-11-25 20:27:38.096159,2025-11-25 20:27:38.096160,0
6395,1,1638,,12663,2025-11-25 20:27:38.096161,2025-11-25 20:27:38.096162,0
6396,4,1366,,12664,2025-11-25 20:27:38.096164,2025-11-25 20:27:38.096165,0
6396,2,1498,,12665,2025-11-25 20:27:38.096166,2025-11-25 20:27:38.096167,0
6396,3,1935,,12666,2025-11-25 20:27:38.096168,2025-11-25 20:27:38.096169,0
6397,3,1691,,12667,2025-11-25 20:27:38.096170,2025-11-25 20:27:38.096171,0
6398,4,1186,,12668,2025-11-25 20:27:38.096172,2025-11-25 20:27:38.096173,0
6398,6,810,,12669,2025-11-25 20:27:38.096174,2025-11-25 20:27:38.096175,0
6399,5,300,,12670,2025-11-25 20:27:38.096176,2025-11-25 20:27:38.096177,0
6400,3,1381,,12671,2025-11-25 20:27:38.096178,2025-11-25 20:27:38.096179,0
6401,6,409,,12672,2025-11-25 20:27:38.212641,2025-11-25 20:27:38.212646,0
6401,5,1276,,12673,2025-11-25 20:27:38.212649,2025-11-25 20:27:38.212650,0
6402,6,313,,12674,2025-11-25 20:27:38.212652,2025-11-25 20:27:38.212654,0
6402,3,803,,12675,2025-11-25 20:27:38.212655,2025-11-25 20:27:38.212657,0
6402,5,695,,12676,2025-11-25 20:27:38.212658,2025-11-25 20:27:38.212660,0
6403,2,1574,,12677,2025-11-25 20:27:38.212661,2025-11-25 20:27:38.212663,0
6404,5,589,,12678,2025-11-25 20:27:38.212664,2025-11-25 20:27:38.212666,0
6404,4,1309,,12679,2025-11-25 20:27:38.212667,2025-11-25 20:27:38.212669,0
6404,3,589,,12680,2025-11-25 20:27:38.212670,2025-11-25 20:27:38.212671,0
6405,6,1398,,12681,2025-11-25 20:27:38.212673,2025-11-25 20:27:38.212674,0
6405,5,191,,12682,2025-11-25 20:27:38.212676,2025-11-25 20:27:38.212677,0
6405,4,564,,12683,2025-11-25 20:27:38.212679,2025-11-25 20:27:38.212680,0
6406,5,1756,,12684,2025-11-25 20:27:38.212681,2025-11-25 20:27:38.212683,0
6406,6,1598,,12685,2025-11-25 20:27:38.212684,2025-11-25 20:27:38.212685,0
6407,2,1422,,12686,2025-11-25 20:27:38.212687,2025-11-25 20:27:38.212688,0
6407,4,60,,12687,2025-11-25 20:27:38.212690,2025-11-25 20:27:38.212695,0
6408,1,1885,,12688,2025-11-25 20:27:38.212697,2025-11-25 20:27:38.212698,0
6408,4,295,,12689,2025-11-25 20:27:38.212700,2025-11-25 20:27:38.212701,0
6409,5,182,,12690,2025-11-25 20:27:38.212703,2025-11-25 20:27:38.212704,0
6409,1,727,,12691,2025-11-25 20:27:38.212705,2025-11-25 20:27:38.212707,0
6409,4,1569,,12692,2025-11-25 20:27:38.212708,2025-11-25 20:27:38.212710,0
6410,6,847,,12693,2025-11-25 20:27:38.212711,2025-11-25 20:27:38.212713,0
6410,5,540,,12694,2025-11-25 20:27:38.212714,2025-11-25 20:27:38.212716,0
6411,6,229,,12695,2025-11-25 20:27:38.212717,2025-11-25 20:27:38.212719,0
6411,2,1899,,12696,2025-11-25 20:27:38.212720,2025-11-25 20:27:38.212722,0
6411,1,706,,12697,2025-11-25 20:27:38.212723,2025-11-25 20:27:38.212725,0
6412,3,821,,12698,2025-11-25 20:27:38.212727,2025-11-25 20:27:38.212728,0
6412,1,126,,12699,2025-11-25 20:27:38.212730,2025-11-25 20:27:38.212731,0
6413,5,1962,,12700,2025-11-25 20:27:38.212732,2025-11-25 20:27:38.212734,0
6413,4,1251,,12701,2025-11-25 20:27:38.212735,2025-11-25 20:27:38.212737,0
6413,3,1509,,12702,2025-11-25 20:27:38.212738,2025-11-25 20:27:38.212739,0
6414,4,1201,,12703,2025-11-25 20:27:38.212741,2025-11-25 20:27:38.212742,0
6414,1,1344,,12704,2025-11-25 20:27:38.212744,2025-11-25 20:27:38.212745,0
6415,6,1390,,12705,2025-11-25 20:27:38.212747,2025-11-25 20:27:38.212748,0
6416,6,976,,12706,2025-11-25 20:27:38.212749,2025-11-25 20:27:38.212751,0
6416,4,604,,12707,2025-11-25 20:27:38.212752,2025-11-25 20:27:38.212754,0
6416,3,1877,,12708,2025-11-25 20:27:38.212755,2025-11-25 20:27:38.212756,0
6417,2,292,,12709,2025-11-25 20:27:38.212758,2025-11-25 20:27:38.212759,0
6417,1,387,,12710,2025-11-25 20:27:38.212761,2025-11-25 20:27:38.212762,0
6418,5,1905,,12711,2025-11-25 20:27:38.212764,2025-11-25 20:27:38.212765,0
6419,6,278,,12712,2025-11-25 20:27:38.212766,2025-11-25 20:27:38.212768,0
6419,1,1747,,12713,2025-11-25 20:27:38.212769,2025-11-25 20:27:38.212770,0
6419,4,368,,12714,2025-11-25 20:27:38.212772,2025-11-25 20:27:38.212773,0
6420,1,1620,,12715,2025-11-25 20:27:38.212775,2025-11-25 20:27:38.212776,0
6420,6,1216,,12716,2025-11-25 20:27:38.212778,2025-11-25 20:27:38.212779,0
6420,4,446,,12717,2025-11-25 20:27:38.212780,2025-11-25 20:27:38.212782,0
6421,5,782,,12718,2025-11-25 20:27:38.212783,2025-11-25 20:27:38.212785,0
6422,4,852,,12719,2025-11-25 20:27:38.212786,2025-11-25 20:27:38.212787,0
6423,1,247,,12720,2025-11-25 20:27:38.212789,2025-11-25 20:27:38.212790,0
6424,5,1318,,12721,2025-11-25 20:27:38.212792,2025-11-25 20:27:38.212793,0
6424,3,1527,,12722,2025-11-25 20:27:38.212795,2025-11-25 20:27:38.212796,0
6425,5,1771,,12723,2025-11-25 20:27:38.212798,2025-11-25 20:27:38.212799,0
6426,3,529,,12724,2025-11-25 20:27:38.212801,2025-11-25 20:27:38.212802,0
6426,4,532,,12725,2025-11-25 20:27:38.212803,2025-11-25 20:27:38.212805,0
6426,1,950,,12726,2025-11-25 20:27:38.212806,2025-11-25 20:27:38.212808,0
6427,1,884,,12727,2025-11-25 20:27:38.212809,2025-11-25 20:27:38.212810,0
6427,6,1090,,12728,2025-11-25 20:27:38.212812,2025-11-25 20:27:38.212813,0
6428,2,1980,,12729,2025-11-25 20:27:38.212815,2025-11-25 20:27:38.212816,0
6428,6,1649,,12730,2025-11-25 20:27:38.212818,2025-11-25 20:27:38.212819,0
6429,4,842,,12731,2025-11-25 20:27:38.212820,2025-11-25 20:27:38.212822,0
6429,3,142,,12732,2025-11-25 20:27:38.212823,2025-11-25 20:27:38.212825,0
6429,2,722,,12733,2025-11-25 20:27:38.212826,2025-11-25 20:27:38.212827,0
6430,3,1592,,12734,2025-11-25 20:27:38.212829,2025-11-25 20:27:38.212830,0
6431,1,1368,,12735,2025-11-25 20:27:38.212832,2025-11-25 20:27:38.212833,0
6432,2,565,,12736,2025-11-25 20:27:38.212835,2025-11-25 20:27:38.212836,0
6433,5,1334,,12737,2025-11-25 20:27:38.212838,2025-11-25 20:27:38.212839,0
6434,1,1078,,12738,2025-11-25 20:27:38.212840,2025-11-25 20:27:38.212842,0
6434,4,461,,12739,2025-11-25 20:27:38.212843,2025-11-25 20:27:38.212845,0
6435,6,1046,,12740,2025-11-25 20:27:38.212846,2025-11-25 20:27:38.212847,0
6436,3,1646,,12741,2025-11-25 20:27:38.212849,2025-11-25 20:27:38.212850,0
6437,1,322,,12742,2025-11-25 20:27:38.212852,2025-11-25 20:27:38.212853,0
6437,6,1880,,12743,2025-11-25 20:27:38.212855,2025-11-25 20:27:38.212856,0
6437,4,717,,12744,2025-11-25 20:27:38.212857,2025-11-25 20:27:38.212859,0
6438,2,312,,12745,2025-11-25 20:27:38.212860,2025-11-25 20:27:38.212861,0
6438,1,441,,12746,2025-11-25 20:27:38.212863,2025-11-25 20:27:38.212864,0
6438,6,491,,12747,2025-11-25 20:27:38.212866,2025-11-25 20:27:38.212867,0
6439,6,1097,,12748,2025-11-25 20:27:38.212869,2025-11-25 20:27:38.212870,0
6440,2,1670,,12749,2025-11-25 20:27:38.212872,2025-11-25 20:27:38.212873,0
6440,4,1848,,12750,2025-11-25 20:27:38.212874,2025-11-25 20:27:38.212876,0
6441,5,934,,12751,2025-11-25 20:27:38.212877,2025-11-25 20:27:38.212879,0
6441,6,505,,12752,2025-11-25 20:27:38.212880,2025-11-25 20:27:38.212881,0
6442,6,826,,12753,2025-11-25 20:27:38.212883,2025-11-25 20:27:38.212884,0
6443,3,147,,12754,2025-11-25 20:27:38.212886,2025-11-25 20:27:38.212887,0
6443,6,667,,12755,2025-11-25 20:27:38.212889,2025-11-25 20:27:38.212890,0
6444,2,275,,12756,2025-11-25 20:27:38.212891,2025-11-25 20:27:38.212893,0
6444,1,350,,12757,2025-11-25 20:27:38.212894,2025-11-25 20:27:38.212896,0
6444,4,1430,,12758,2025-11-25 20:27:38.212897,2025-11-25 20:27:38.212899,0
6445,2,1956,,12759,2025-11-25 20:27:38.212900,2025-11-25 20:27:38.212901,0
6445,1,626,,12760,2025-11-25 20:27:38.212903,2025-11-25 20:27:38.212904,0
6446,3,941,,12761,2025-11-25 20:27:38.212906,2025-11-25 20:27:38.212907,0
6446,1,1663,,12762,2025-11-25 20:27:38.212909,2025-11-25 20:27:38.212910,0
6446,4,677,,12763,2025-11-25 20:27:38.212911,2025-11-25 20:27:38.212913,0
6447,6,1597,,12764,2025-11-25 20:27:38.212914,2025-11-25 20:27:38.212915,0
6448,3,489,,12765,2025-11-25 20:27:38.212917,2025-11-25 20:27:38.212918,0
6449,2,488,,12766,2025-11-25 20:27:38.212920,2025-11-25 20:27:38.212921,0
6449,3,207,,12767,2025-11-25 20:27:38.212923,2025-11-25 20:27:38.212924,0
6449,6,1152,,12768,2025-11-25 20:27:38.212926,2025-11-25 20:27:38.212927,0
6450,4,1868,,12769,2025-11-25 20:27:38.212928,2025-11-25 20:27:38.212930,0
6450,2,1505,,12770,2025-11-25 20:27:38.212931,2025-11-25 20:27:38.212932,0
6451,5,764,,12771,2025-11-25 20:27:38.212934,2025-11-25 20:27:38.212935,0
6452,6,187,,12772,2025-11-25 20:27:38.212937,2025-11-25 20:27:38.212938,0
6452,5,226,,12773,2025-11-25 20:27:38.212940,2025-11-25 20:27:38.212941,0
6453,5,1161,,12774,2025-11-25 20:27:38.212942,2025-11-25 20:27:38.212944,0
6453,1,1392,,12775,2025-11-25 20:27:38.212945,2025-11-25 20:27:38.212946,0
6453,2,579,,12776,2025-11-25 20:27:38.212948,2025-11-25 20:27:38.212949,0
6454,1,191,,12777,2025-11-25 20:27:38.212951,2025-11-25 20:27:38.212952,0
6454,2,1590,,12778,2025-11-25 20:27:38.212954,2025-11-25 20:27:38.212955,0
6455,3,1595,,12779,2025-11-25 20:27:38.212956,2025-11-25 20:27:38.212958,0
6456,2,1413,,12780,2025-11-25 20:27:38.212959,2025-11-25 20:27:38.212960,0
6456,5,1326,,12781,2025-11-25 20:27:38.212962,2025-11-25 20:27:38.212963,0
6457,3,505,,12782,2025-11-25 20:27:38.212965,2025-11-25 20:27:38.212966,0
6458,4,563,,12783,2025-11-25 20:27:38.212968,2025-11-25 20:27:38.212969,0
6458,2,1022,,12784,2025-11-25 20:27:38.212970,2025-11-25 20:27:38.212972,0
6459,4,1448,,12785,2025-11-25 20:27:38.212973,2025-11-25 20:27:38.212974,0
6459,6,1086,,12786,2025-11-25 20:27:38.212976,2025-11-25 20:27:38.212977,0
6459,5,1929,,12787,2025-11-25 20:27:38.212979,2025-11-25 20:27:38.212980,0
6460,3,1071,,12788,2025-11-25 20:27:38.212982,2025-11-25 20:27:38.212983,0
6460,2,1135,,12789,2025-11-25 20:27:38.212984,2025-11-25 20:27:38.212986,0
6460,4,926,,12790,2025-11-25 20:27:38.212987,2025-11-25 20:27:38.212989,0
6461,5,1635,,12791,2025-11-25 20:27:38.212990,2025-11-25 20:27:38.212992,0
6462,4,1685,,12792,2025-11-25 20:27:38.212993,2025-11-25 20:27:38.212994,0
6462,5,1331,,12793,2025-11-25 20:27:38.212996,2025-11-25 20:27:38.212997,0
6463,6,1018,,12794,2025-11-25 20:27:38.212999,2025-11-25 20:27:38.213000,0
6464,6,1639,,12795,2025-11-25 20:27:38.213002,2025-11-25 20:27:38.213003,0
6464,2,922,,12796,2025-11-25 20:27:38.213004,2025-11-25 20:27:38.213006,0
6464,3,1942,,12797,2025-11-25 20:27:38.213007,2025-11-25 20:27:38.213009,0
6465,5,1915,,12798,2025-11-25 20:27:38.213010,2025-11-25 20:27:38.213011,0
6466,3,1915,,12799,2025-11-25 20:27:38.213013,2025-11-25 20:27:38.213014,0
6467,1,1320,,12800,2025-11-25 20:27:38.213016,2025-11-25 20:27:38.213017,0
6468,1,1114,,12801,2025-11-25 20:27:38.213019,2025-11-25 20:27:38.213020,0
6469,4,329,,12802,2025-11-25 20:27:38.213021,2025-11-25 20:27:38.213023,0
6469,6,814,,12803,2025-11-25 20:27:38.213024,2025-11-25 20:27:38.213025,0
6470,4,95,,12804,2025-11-25 20:27:38.213027,2025-11-25 20:27:38.213028,0
6470,3,1681,,12805,2025-11-25 20:27:38.213030,2025-11-25 20:27:38.213031,0
6471,1,156,,12806,2025-11-25 20:27:38.213033,2025-11-25 20:27:38.213034,0
6471,2,1991,,12807,2025-11-25 20:27:38.213035,2025-11-25 20:27:38.213037,0
6472,1,1870,,12808,2025-11-25 20:27:38.213038,2025-11-25 20:27:38.213040,0
6472,4,874,,12809,2025-11-25 20:27:38.213041,2025-11-25 20:27:38.213042,0
6473,4,1266,,12810,2025-11-25 20:27:38.213044,2025-11-25 20:27:38.213045,0
6473,1,1523,,12811,2025-11-25 20:27:38.213047,2025-11-25 20:27:38.213048,0
6474,3,594,,12812,2025-11-25 20:27:38.213050,2025-11-25 20:27:38.213051,0
6475,1,1749,,12813,2025-11-25 20:27:38.213052,2025-11-25 20:27:38.213054,0
6475,6,335,,12814,2025-11-25 20:27:38.213055,2025-11-25 20:27:38.213057,0
6476,2,862,,12815,2025-11-25 20:27:38.213058,2025-11-25 20:27:38.213059,0
6477,6,561,,12816,2025-11-25 20:27:38.213061,2025-11-25 20:27:38.213062,0
6478,1,1342,,12817,2025-11-25 20:27:38.213064,2025-11-25 20:27:38.213065,0
6478,6,404,,12818,2025-11-25 20:27:38.213066,2025-11-25 20:27:38.213068,0
6478,4,940,,12819,2025-11-25 20:27:38.213069,2025-11-25 20:27:38.213071,0
6479,2,1432,,12820,2025-11-25 20:27:38.213072,2025-11-25 20:27:38.213074,0
6479,3,1686,,12821,2025-11-25 20:27:38.213075,2025-11-25 20:27:38.213076,0
6480,6,765,,12822,2025-11-25 20:27:38.213078,2025-11-25 20:27:38.213079,0
6481,5,647,,12823,2025-11-25 20:27:38.213081,2025-11-25 20:27:38.213082,0
6481,1,1544,,12824,2025-11-25 20:27:38.213083,2025-11-25 20:27:38.213085,0
6482,3,1602,,12825,2025-11-25 20:27:38.213086,2025-11-25 20:27:38.213088,0
6482,6,139,,12826,2025-11-25 20:27:38.213089,2025-11-25 20:27:38.213090,0
6482,1,529,,12827,2025-11-25 20:27:38.213092,2025-11-25 20:27:38.213110,0
6483,5,322,,12828,2025-11-25 20:27:38.213126,2025-11-25 20:27:38.213128,0
6483,4,1289,,12829,2025-11-25 20:27:38.213130,2025-11-25 20:27:38.213132,0
6484,1,336,,12830,2025-11-25 20:27:38.213133,2025-11-25 20:27:38.213135,0
6485,5,985,,12831,2025-11-25 20:27:38.213136,2025-11-25 20:27:38.213138,0
6486,4,848,,12832,2025-11-25 20:27:38.213139,2025-11-25 20:27:38.213141,0
6486,5,1928,,12833,2025-11-25 20:27:38.213142,2025-11-25 20:27:38.213144,0
6486,2,1790,,12834,2025-11-25 20:27:38.213145,2025-11-25 20:27:38.213146,0
6487,4,1921,,12835,2025-11-25 20:27:38.213148,2025-11-25 20:27:38.213149,0
6487,6,648,,12836,2025-11-25 20:27:38.213151,2025-11-25 20:27:38.213152,0
6488,4,900,,12837,2025-11-25 20:27:38.213153,2025-11-25 20:27:38.213155,0
6488,5,1576,,12838,2025-11-25 20:27:38.213156,2025-11-25 20:27:38.213158,0
6489,6,1591,,12839,2025-11-25 20:27:38.213159,2025-11-25 20:27:38.213160,0
6490,4,1382,,12840,2025-11-25 20:27:38.213162,2025-11-25 20:27:38.213163,0
6490,2,1826,,12841,2025-11-25 20:27:38.213165,2025-11-25 20:27:38.213166,0
6491,4,930,,12842,2025-11-25 20:27:38.213168,2025-11-25 20:27:38.213169,0
6492,5,1252,,12843,2025-11-25 20:27:38.213170,2025-11-25 20:27:38.213172,0
6493,6,1953,,12844,2025-11-25 20:27:38.213215,2025-11-25 20:27:38.213225,0
6494,4,458,,12845,2025-11-25 20:27:38.213243,2025-11-25 20:27:38.213246,0
6494,2,78,,12846,2025-11-25 20:27:38.213248,2025-11-25 20:27:38.213249,0
6494,5,1971,,12847,2025-11-25 20:27:38.213251,2025-11-25 20:27:38.213252,0
6495,4,532,,12848,2025-11-25 20:27:38.213269,2025-11-25 20:27:38.213271,0
6495,6,478,,12849,2025-11-25 20:27:38.213272,2025-11-25 20:27:38.213274,0
6495,5,1457,,12850,2025-11-25 20:27:38.213275,2025-11-25 20:27:38.213277,0
6496,3,1250,,12851,2025-11-25 20:27:38.213278,2025-11-25 20:27:38.213279,0
6496,4,1618,,12852,2025-11-25 20:27:38.213281,2025-11-25 20:27:38.213282,0
6497,3,1762,,12853,2025-11-25 20:27:38.213284,2025-11-25 20:27:38.213285,0
6497,4,377,,12854,2025-11-25 20:27:38.213286,2025-11-25 20:27:38.213288,0
6498,1,1756,,12855,2025-11-25 20:27:38.213289,2025-11-25 20:27:38.213290,0
6498,6,1291,,12856,2025-11-25 20:27:38.213292,2025-11-25 20:27:38.213293,0
6498,3,99,,12857,2025-11-25 20:27:38.213295,2025-11-25 20:27:38.213296,0
6499,3,1538,,12858,2025-11-25 20:27:38.213297,2025-11-25 20:27:38.213299,0
6499,5,1789,,12859,2025-11-25 20:27:38.213300,2025-11-25 20:27:38.213301,0
6499,1,659,,12860,2025-11-25 20:27:38.213303,2025-11-25 20:27:38.213304,0
6500,1,514,,12861,2025-11-25 20:27:38.213305,2025-11-25 20:27:38.213307,0
6501,1,1194,,12862,2025-11-25 20:27:38.335540,2025-11-25 20:27:38.335545,0
6501,3,1881,,12863,2025-11-25 20:27:38.335547,2025-11-25 20:27:38.335548,0
6502,5,991,,12864,2025-11-25 20:27:38.335550,2025-11-25 20:27:38.335552,0
6502,3,741,,12865,2025-11-25 20:27:38.335553,2025-11-25 20:27:38.335555,0
6503,3,164,,12866,2025-11-25 20:27:38.335556,2025-11-25 20:27:38.335558,0
6504,5,1974,,12867,2025-11-25 20:27:38.335561,2025-11-25 20:27:38.335563,0
6504,4,1010,,12868,2025-11-25 20:27:38.335564,2025-11-25 20:27:38.335565,0
6504,6,1819,,12869,2025-11-25 20:27:38.335567,2025-11-25 20:27:38.335568,0
6505,4,912,,12870,2025-11-25 20:27:38.335570,2025-11-25 20:27:38.335571,0
6505,5,1622,,12871,2025-11-25 20:27:38.335572,2025-11-25 20:27:38.335574,0
6505,2,1226,,12872,2025-11-25 20:27:38.335575,2025-11-25 20:27:38.335576,0
6506,3,1604,,12873,2025-11-25 20:27:38.335578,2025-11-25 20:27:38.335579,0
6506,1,156,,12874,2025-11-25 20:27:38.335580,2025-11-25 20:27:38.335582,0
6506,6,1239,,12875,2025-11-25 20:27:38.335583,2025-11-25 20:27:38.335584,0
6507,6,1513,,12876,2025-11-25 20:27:38.335586,2025-11-25 20:27:38.335587,0
6507,5,1459,,12877,2025-11-25 20:27:38.335588,2025-11-25 20:27:38.335590,0
6507,1,1277,,12878,2025-11-25 20:27:38.335591,2025-11-25 20:27:38.335592,0
6508,4,189,,12879,2025-11-25 20:27:38.335594,2025-11-25 20:27:38.335595,0
6508,2,1618,,12880,2025-11-25 20:27:38.335597,2025-11-25 20:27:38.335598,0
6508,3,1708,,12881,2025-11-25 20:27:38.335599,2025-11-25 20:27:38.335601,0
6509,2,69,,12882,2025-11-25 20:27:38.335602,2025-11-25 20:27:38.335603,0
6510,5,1967,,12883,2025-11-25 20:27:38.335605,2025-11-25 20:27:38.335606,0
6510,2,1505,,12884,2025-11-25 20:27:38.335607,2025-11-25 20:27:38.335609,0
6510,3,745,,12885,2025-11-25 20:27:38.335610,2025-11-25 20:27:38.335611,0
6511,3,1687,,12886,2025-11-25 20:27:38.335613,2025-11-25 20:27:38.335614,0
6512,1,1832,,12887,2025-11-25 20:27:38.335615,2025-11-25 20:27:38.335617,0
6512,5,1637,,12888,2025-11-25 20:27:38.335618,2025-11-25 20:27:38.335619,0
6512,2,1272,,12889,2025-11-25 20:27:38.335621,2025-11-25 20:27:38.335622,0
6513,6,1614,,12890,2025-11-25 20:27:38.335623,2025-11-25 20:27:38.335625,0
6514,6,197,,12891,2025-11-25 20:27:38.335626,2025-11-25 20:27:38.335627,0
6514,2,607,,12892,2025-11-25 20:27:38.335629,2025-11-25 20:27:38.335630,0
6515,5,1043,,12893,2025-11-25 20:27:38.335631,2025-11-25 20:27:38.335633,0
6516,3,779,,12894,2025-11-25 20:27:38.335634,2025-11-25 20:27:38.335635,0
6516,5,1369,,12895,2025-11-25 20:27:38.335637,2025-11-25 20:27:38.335638,0
6517,6,1601,,12896,2025-11-25 20:27:38.335639,2025-11-25 20:27:38.335641,0
6517,4,310,,12897,2025-11-25 20:27:38.335642,2025-11-25 20:27:38.335643,0
6518,4,376,,12898,2025-11-25 20:27:38.335645,2025-11-25 20:27:38.335646,0
6518,1,516,,12899,2025-11-25 20:27:38.335647,2025-11-25 20:27:38.335649,0
6518,2,1893,,12900,2025-11-25 20:27:38.335650,2025-11-25 20:27:38.335651,0
6519,4,1340,,12901,2025-11-25 20:27:38.335653,2025-11-25 20:27:38.335654,0
6520,6,1519,,12902,2025-11-25 20:27:38.335655,2025-11-25 20:27:38.335657,0
6520,5,696,,12903,2025-11-25 20:27:38.335658,2025-11-25 20:27:38.335659,0
6521,4,568,,12904,2025-11-25 20:27:38.335661,2025-11-25 20:27:38.335662,0
6521,1,64,,12905,2025-11-25 20:27:38.335664,2025-11-25 20:27:38.335665,0
6521,2,1798,,12906,2025-11-25 20:27:38.335666,2025-11-25 20:27:38.335668,0
6522,1,1190,,12907,2025-11-25 20:27:38.335669,2025-11-25 20:27:38.335670,0
6522,2,824,,12908,2025-11-25 20:27:38.335672,2025-11-25 20:27:38.335673,0
6522,5,953,,12909,2025-11-25 20:27:38.335674,2025-11-25 20:27:38.335676,0
6523,3,1616,,12910,2025-11-25 20:27:38.335677,2025-11-25 20:27:38.335679,0
6524,3,1467,,12911,2025-11-25 20:27:38.335680,2025-11-25 20:27:38.335681,0
6524,1,1146,,12912,2025-11-25 20:27:38.335683,2025-11-25 20:27:38.335684,0
6524,2,909,,12913,2025-11-25 20:27:38.335686,2025-11-25 20:27:38.335687,0
6525,3,622,,12914,2025-11-25 20:27:38.335688,2025-11-25 20:27:38.335690,0
6525,6,970,,12915,2025-11-25 20:27:38.335691,2025-11-25 20:27:38.335692,0
6525,1,997,,12916,2025-11-25 20:27:38.335694,2025-11-25 20:27:38.335695,0
6526,3,1728,,12917,2025-11-25 20:27:38.335696,2025-11-25 20:27:38.335698,0
6527,2,1709,,12918,2025-11-25 20:27:38.335699,2025-11-25 20:27:38.335700,0
6527,3,934,,12919,2025-11-25 20:27:38.335702,2025-11-25 20:27:38.335703,0
6527,1,1702,,12920,2025-11-25 20:27:38.335704,2025-11-25 20:27:38.335706,0
6528,6,1580,,12921,2025-11-25 20:27:38.335707,2025-11-25 20:27:38.335708,0
6529,6,1710,,12922,2025-11-25 20:27:38.335710,2025-11-25 20:27:38.335711,0
6529,2,1725,,12923,2025-11-25 20:27:38.335713,2025-11-25 20:27:38.335714,0
6529,5,1480,,12924,2025-11-25 20:27:38.335715,2025-11-25 20:27:38.335717,0
6530,4,200,,12925,2025-11-25 20:27:38.335718,2025-11-25 20:27:38.335719,0
6531,1,1075,,12926,2025-11-25 20:27:38.335721,2025-11-25 20:27:38.335722,0
