transaction_code,move_type,product_id,warehouse_id,qty_change,balance_after,operator_id,remark,id,created_at,updated_at,is_deleted
INIT-#cdda22-3643,inbound,3644,3,696,696,1,系统初始化入库,7196,2025-11-25 20:27:35.104571,2025-11-25 20:27:35.104572,0
INIT-#875e7a-3643,inbound,3644,5,1337,1337,1,系统初始化入库,7197,2025-11-25 20:27:35.104573,2025-11-25 20:27:35.104574,0
INIT-#40f3a2-3644,inbound,3645,5,1977,1977,1,系统初始化入库,7198,2025-11-25 20:27:35.104576,2025-11-25 20:27:35.104577,0
INIT-#0d8b04-3644,inbound,3645,4,1260,1260,1,系统初始化入库,7199,2025-11-25 20:27:35.104578,2025-11-25 20:27:35.104579,0
INIT-#d16262-3644,inbound,3645,6,1662,1662,1,系统初始化入库,7200,2025-11-25 20:27:35.104580,2025-11-25 20:27:35.104581,0
INIT-#b27a49-3645,inbound,3646,6,1604,1604,1,系统初始化入库,7201,2025-11-25 20:27:35.104582,2025-11-25 20:27:35.104583,0
INIT-#e75855-3646,inbound,3647,2,559,559,1,系统初始化入库,7202,2025-11-25 20:27:35.104584,2025-11-25 20:27:35.104585,0
INIT-#1d9ad1-3646,inbound,3647,3,1652,1652,1,系统初始化入库,7203,2025-11-25 20:27:35.104586,2025-11-25 20:27:35.104587,0
INIT-#890c93-3646,inbound,3647,4,1698,1698,1,系统初始化入库,7204,2025-11-25 20:27:35.104589,2025-11-25 20:27:35.104590,0
INIT-#2cb92a-3647,inbound,3648,4,83,83,1,系统初始化入库,7205,2025-11-25 20:27:35.104591,2025-11-25 20:27:35.104592,0
INIT-#137fde-3647,inbound,3648,2,1618,1618,1,系统初始化入库,7206,2025-11-25 20:27:35.104593,2025-11-25 20:27:35.104594,0
INIT-#aac31a-3647,inbound,3648,3,1492,1492,1,系统初始化入库,7207,2025-11-25 20:27:35.104595,2025-11-25 20:27:35.104596,0
INIT-#1ff4ab-3648,inbound,3649,3,763,763,1,系统初始化入库,7208,2025-11-25 20:27:35.104597,2025-11-25 20:27:35.104598,0
INIT-#9f50d7-3649,inbound,3650,1,223,223,1,系统初始化入库,7209,2025-11-25 20:27:35.104600,2025-11-25 20:27:35.104601,0
INIT-#b1cc14-3650,inbound,3651,2,1275,1275,1,系统初始化入库,7210,2025-11-25 20:27:35.104602,2025-11-25 20:27:35.104603,0
INIT-#74b584-3650,inbound,3651,3,1426,1426,1,系统初始化入库,7211,2025-11-25 20:27:35.104604,2025-11-25 20:27:35.104605,0
INIT-#2b1f0d-3651,inbound,3652,4,636,636,1,系统初始化入库,7212,2025-11-25 20:27:35.104606,2025-11-25 20:27:35.104607,0
INIT-#521dd0-3651,inbound,3652,6,168,168,1,系统初始化入库,7213,2025-11-25 20:27:35.104608,2025-11-25 20:27:35.104609,0
INIT-#71270c-3651,inbound,3652,5,1806,1806,1,系统初始化入库,7214,2025-11-25 20:27:35.104611,2025-11-25 20:27:35.104612,0
INIT-#3bdfb5-3652,inbound,3653,3,1603,1603,1,系统初始化入库,7215,2025-11-25 20:27:35.104613,2025-11-25 20:27:35.104614,0
INIT-#934e30-3652,inbound,3653,1,634,634,1,系统初始化入库,7216,2025-11-25 20:27:35.104615,2025-11-25 20:27:35.104616,0
INIT-#fb1451-3652,inbound,3653,4,1320,1320,1,系统初始化入库,7217,2025-11-25 20:27:35.104617,2025-11-25 20:27:35.104618,0
INIT-#d5676a-3653,inbound,3654,5,1824,1824,1,系统初始化入库,7218,2025-11-25 20:27:35.104619,2025-11-25 20:27:35.104620,0
INIT-#2b54c1-3654,inbound,3655,1,1166,1166,1,系统初始化入库,7219,2025-11-25 20:27:35.104621,2025-11-25 20:27:35.104622,0
INIT-#4d3f28-3655,inbound,3656,5,798,798,1,系统初始化入库,7220,2025-11-25 20:27:35.104624,2025-11-25 20:27:35.104625,0
INIT-#1868bd-3656,inbound,3657,6,1902,1902,1,系统初始化入库,7221,2025-11-25 20:27:35.104626,2025-11-25 20:27:35.104627,0
INIT-#64b151-3656,inbound,3657,3,1701,1701,1,系统初始化入库,7222,2025-11-25 20:27:35.104628,2025-11-25 20:27:35.104629,0
INIT-#9132d7-3656,inbound,3657,4,876,876,1,系统初始化入库,7223,2025-11-25 20:27:35.104630,2025-11-25 20:27:35.104631,0
INIT-#18b520-3657,inbound,3658,2,1631,1631,1,系统初始化入库,7224,2025-11-25 20:27:35.104632,2025-11-25 20:27:35.104633,0
INIT-#0b033f-3658,inbound,3659,4,715,715,1,系统初始化入库,7225,2025-11-25 20:27:35.104634,2025-11-25 20:27:35.104636,0
INIT-#11ad2d-3658,inbound,3659,1,581,581,1,系统初始化入库,7226,2025-11-25 20:27:35.104637,2025-11-25 20:27:35.104639,0
INIT-#af6f0c-3658,inbound,3659,3,1024,1024,1,系统初始化入库,7227,2025-11-25 20:27:35.104640,2025-11-25 20:27:35.104641,0
INIT-#248689-3659,inbound,3660,2,887,887,1,系统初始化入库,7228,2025-11-25 20:27:35.104642,2025-11-25 20:27:35.104643,0
INIT-#3126cd-3659,inbound,3660,1,1895,1895,1,系统初始化入库,7229,2025-11-25 20:27:35.104644,2025-11-25 20:27:35.104645,0
INIT-#50c70b-3659,inbound,3660,6,811,811,1,系统初始化入库,7230,2025-11-25 20:27:35.104646,2025-11-25 20:27:35.104647,0
INIT-#a6cbd1-3660,inbound,3661,1,872,872,1,系统初始化入库,7231,2025-11-25 20:27:35.104648,2025-11-25 20:27:35.104649,0
INIT-#ea6f67-3660,inbound,3661,2,1806,1806,1,系统初始化入库,7232,2025-11-25 20:27:35.104650,2025-11-25 20:27:35.104651,0
INIT-#9f2bc3-3661,inbound,3662,5,400,400,1,系统初始化入库,7233,2025-11-25 20:27:35.104653,2025-11-25 20:27:35.104653,0
INIT-#fb7b62-3662,inbound,3663,3,1296,1296,1,系统初始化入库,7234,2025-11-25 20:27:35.104655,2025-11-25 20:27:35.104656,0
INIT-#b3dbad-3662,inbound,3663,5,1930,1930,1,系统初始化入库,7235,2025-11-25 20:27:35.104657,2025-11-25 20:27:35.104658,0
INIT-#63ac28-3662,inbound,3663,2,474,474,1,系统初始化入库,7236,2025-11-25 20:27:35.104659,2025-11-25 20:27:35.104660,0
INIT-#2f2f66-3663,inbound,3664,5,960,960,1,系统初始化入库,7237,2025-11-25 20:27:35.104661,2025-11-25 20:27:35.104662,0
INIT-#7af05f-3663,inbound,3664,6,779,779,1,系统初始化入库,7238,2025-11-25 20:27:35.104663,2025-11-25 20:27:35.104664,0
INIT-#dbe916-3664,inbound,3665,3,376,376,1,系统初始化入库,7239,2025-11-25 20:27:35.104665,2025-11-25 20:27:35.104666,0
INIT-#991d45-3664,inbound,3665,1,245,245,1,系统初始化入库,7240,2025-11-25 20:27:35.104667,2025-11-25 20:27:35.104668,0
INIT-#29dfba-3664,inbound,3665,2,885,885,1,系统初始化入库,7241,2025-11-25 20:27:35.104669,2025-11-25 20:27:35.104670,0
INIT-#655092-3665,inbound,3666,1,602,602,1,系统初始化入库,7242,2025-11-25 20:27:35.104671,2025-11-25 20:27:35.104672,0
INIT-#826353-3665,inbound,3666,3,1135,1135,1,系统初始化入库,7243,2025-11-25 20:27:35.104673,2025-11-25 20:27:35.104674,0
INIT-#21d158-3666,inbound,3667,4,1031,1031,1,系统初始化入库,7244,2025-11-25 20:27:35.104675,2025-11-25 20:27:35.104676,0
INIT-#a27537-3666,inbound,3667,6,1771,1771,1,系统初始化入库,7245,2025-11-25 20:27:35.104677,2025-11-25 20:27:35.104678,0
INIT-#d01808-3666,inbound,3667,5,976,976,1,系统初始化入库,7246,2025-11-25 20:27:35.104680,2025-11-25 20:27:35.104681,0
INIT-#fb4933-3667,inbound,3668,2,1891,1891,1,系统初始化入库,7247,2025-11-25 20:27:35.104682,2025-11-25 20:27:35.104683,0
INIT-#2f75a7-3668,inbound,3669,3,1437,1437,1,系统初始化入库,7248,2025-11-25 20:27:35.104684,2025-11-25 20:27:35.104685,0
INIT-#679be4-3669,inbound,3670,4,1322,1322,1,系统初始化入库,7249,2025-11-25 20:27:35.104686,2025-11-25 20:27:35.104687,0
INIT-#e6addf-3669,inbound,3670,5,1513,1513,1,系统初始化入库,7250,2025-11-25 20:27:35.104688,2025-11-25 20:27:35.104689,0
INIT-#3a23d8-3669,inbound,3670,3,315,315,1,系统初始化入库,7251,2025-11-25 20:27:35.104690,2025-11-25 20:27:35.104691,0
INIT-#a01596-3670,inbound,3671,6,1819,1819,1,系统初始化入库,7252,2025-11-25 20:27:35.104692,2025-11-25 20:27:35.104693,0
INIT-#99d85a-3670,inbound,3671,5,194,194,1,系统初始化入库,7253,2025-11-25 20:27:35.104695,2025-11-25 20:27:35.104696,0
INIT-#b3dd10-3670,inbound,3671,4,1045,1045,1,系统初始化入库,7254,2025-11-25 20:27:35.104697,2025-11-25 20:27:35.104698,0
INIT-#25908a-3671,inbound,3672,4,511,511,1,系统初始化入库,7255,2025-11-25 20:27:35.104699,2025-11-25 20:27:35.104700,0
INIT-#185e8b-3672,inbound,3673,4,1794,1794,1,系统初始化入库,7256,2025-11-25 20:27:35.104701,2025-11-25 20:27:35.104702,0
INIT-#72d940-3672,inbound,3673,2,1049,1049,1,系统初始化入库,7257,2025-11-25 20:27:35.104703,2025-11-25 20:27:35.104704,0
INIT-#a20478-3673,inbound,3674,2,1858,1858,1,系统初始化入库,7258,2025-11-25 20:27:35.104706,2025-11-25 20:27:35.104707,0
INIT-#7a9d44-3673,inbound,3674,3,1374,1374,1,系统初始化入库,7259,2025-11-25 20:27:35.104708,2025-11-25 20:27:35.104709,0
INIT-#7c713b-3674,inbound,3675,1,1363,1363,1,系统初始化入库,7260,2025-11-25 20:27:35.104710,2025-11-25 20:27:35.104711,0
INIT-#80ed69-3675,inbound,3676,3,565,565,1,系统初始化入库,7261,2025-11-25 20:27:35.104712,2025-11-25 20:27:35.104713,0
INIT-#112a58-3676,inbound,3677,6,102,102,1,系统初始化入库,7262,2025-11-25 20:27:35.104714,2025-11-25 20:27:35.104715,0
INIT-#e6b770-3676,inbound,3677,4,834,834,1,系统初始化入库,7263,2025-11-25 20:27:35.104716,2025-11-25 20:27:35.104717,0
INIT-#19bd3a-3677,inbound,3678,4,985,985,1,系统初始化入库,7264,2025-11-25 20:27:35.104718,2025-11-25 20:27:35.104719,0
INIT-#93d8ab-3677,inbound,3678,6,720,720,1,系统初始化入库,7265,2025-11-25 20:27:35.104721,2025-11-25 20:27:35.104722,0
INIT-#a967ac-3678,inbound,3679,3,596,596,1,系统初始化入库,7266,2025-11-25 20:27:35.104723,2025-11-25 20:27:35.104724,0
INIT-#357a64-3678,inbound,3679,1,93,93,1,系统初始化入库,7267,2025-11-25 20:27:35.104725,2025-11-25 20:27:35.104726,0
INIT-#05ec91-3678,inbound,3679,6,1557,1557,1,系统初始化入库,7268,2025-11-25 20:27:35.104727,2025-11-25 20:27:35.104728,0
INIT-#1fb449-3679,inbound,3680,5,131,131,1,系统初始化入库,7269,2025-11-25 20:27:35.104730,2025-11-25 20:27:35.104731,0
INIT-#53fbd7-3679,inbound,3680,1,807,807,1,系统初始化入库,7270,2025-11-25 20:27:35.104732,2025-11-25 20:27:35.104733,0
INIT-#5d0f9c-3680,inbound,3681,6,1570,1570,1,系统初始化入库,7271,2025-11-25 20:27:35.104734,2025-11-25 20:27:35.104735,0
INIT-#af202c-3681,inbound,3682,5,365,365,1,系统初始化入库,7272,2025-11-25 20:27:35.104736,2025-11-25 20:27:35.104737,0
INIT-#c30509-3681,inbound,3682,1,508,508,1,系统初始化入库,7273,2025-11-25 20:27:35.104739,2025-11-25 20:27:35.104740,0
INIT-#2d42e2-3682,inbound,3683,1,272,272,1,系统初始化入库,7274,2025-11-25 20:27:35.104741,2025-11-25 20:27:35.104742,0
INIT-#f7f050-3682,inbound,3683,6,973,973,1,系统初始化入库,7275,2025-11-25 20:27:35.104743,2025-11-25 20:27:35.104744,0
INIT-#e06c7f-3682,inbound,3683,2,467,467,1,系统初始化入库,7276,2025-11-25 20:27:35.104745,2025-11-25 20:27:35.104746,0
INIT-#bb0776-3683,inbound,3684,4,906,906,1,系统初始化入库,7277,2025-11-25 20:27:35.104747,2025-11-25 20:27:35.104748,0
INIT-#750022-3683,inbound,3684,1,1524,1524,1,系统初始化入库,7278,2025-11-25 20:27:35.104749,2025-11-25 20:27:35.104750,0
INIT-#121851-3683,inbound,3684,3,1230,1230,1,系统初始化入库,7279,2025-11-25 20:27:35.104752,2025-11-25 20:27:35.104753,0
INIT-#36977b-3684,inbound,3685,3,646,646,1,系统初始化入库,7280,2025-11-25 20:27:35.104754,2025-11-25 20:27:35.104755,0
INIT-#11781d-3684,inbound,3685,4,876,876,1,系统初始化入库,7281,2025-11-25 20:27:35.104756,2025-11-25 20:27:35.104757,0
INIT-#6e717e-3684,inbound,3685,1,1128,1128,1,系统初始化入库,7282,2025-11-25 20:27:35.104758,2025-11-25 20:27:35.104759,0
INIT-#5f0738-3685,inbound,3686,6,1218,1218,1,系统初始化入库,7283,2025-11-25 20:27:35.104760,2025-11-25 20:27:35.104761,0
INIT-#bf79eb-3686,inbound,3687,4,472,472,1,系统初始化入库,7284,2025-11-25 20:27:35.104762,2025-11-25 20:27:35.104763,0
INIT-#1a575d-3686,inbound,3687,6,207,207,1,系统初始化入库,7285,2025-11-25 20:27:35.104764,2025-11-25 20:27:35.104765,0
INIT-#797264-3687,inbound,3688,6,887,887,1,系统初始化入库,7286,2025-11-25 20:27:35.104767,2025-11-25 20:27:35.104768,0
INIT-#196659-3688,inbound,3689,3,1827,1827,1,系统初始化入库,7287,2025-11-25 20:27:35.104769,2025-11-25 20:27:35.104770,0
INIT-#78127b-3688,inbound,3689,6,1085,1085,1,系统初始化入库,7288,2025-11-25 20:27:35.104771,2025-11-25 20:27:35.104772,0
INIT-#2b8c5c-3688,inbound,3689,2,1746,1746,1,系统初始化入库,7289,2025-11-25 20:27:35.104773,2025-11-25 20:27:35.104774,0
INIT-#6f3203-3689,inbound,3690,2,704,704,1,系统初始化入库,7290,2025-11-25 20:27:35.104775,2025-11-25 20:27:35.104776,0
INIT-#a712e7-3689,inbound,3690,4,1463,1463,1,系统初始化入库,7291,2025-11-25 20:27:35.104777,2025-11-25 20:27:35.104778,0
INIT-#d9a26b-3689,inbound,3690,5,802,802,1,系统初始化入库,7292,2025-11-25 20:27:35.104780,2025-11-25 20:27:35.104781,0
INIT-#96844a-3690,inbound,3691,3,1786,1786,1,系统初始化入库,7293,2025-11-25 20:27:35.104782,2025-11-25 20:27:35.104783,0
INIT-#b458bd-3691,inbound,3692,4,830,830,1,系统初始化入库,7294,2025-11-25 20:27:35.104784,2025-11-25 20:27:35.104785,0
INIT-#fad3c1-3691,inbound,3692,2,1982,1982,1,系统初始化入库,7295,2025-11-25 20:27:35.104786,2025-11-25 20:27:35.104787,0
INIT-#b026e4-3692,inbound,3693,6,1593,1593,1,系统初始化入库,7296,2025-11-25 20:27:35.104788,2025-11-25 20:27:35.104789,0
INIT-#f33f52-3693,inbound,3694,3,485,485,1,系统初始化入库,7297,2025-11-25 20:27:35.104790,2025-11-25 20:27:35.104791,0
INIT-#d6f3d1-3694,inbound,3695,6,921,921,1,系统初始化入库,7298,2025-11-25 20:27:35.104792,2025-11-25 20:27:35.104793,0
INIT-#15e6ff-3694,inbound,3695,3,1513,1513,1,系统初始化入库,7299,2025-11-25 20:27:35.104795,2025-11-25 20:27:35.104795,0
INIT-#85bb05-3694,inbound,3695,2,793,793,1,系统初始化入库,7300,2025-11-25 20:27:35.104797,2025-11-25 20:27:35.104798,0
INIT-#ddbe94-3695,inbound,3696,2,934,934,1,系统初始化入库,7301,2025-11-25 20:27:35.104799,2025-11-25 20:27:35.104800,0
INIT-#755c49-3695,inbound,3696,5,1203,1203,1,系统初始化入库,7302,2025-11-25 20:27:35.104801,2025-11-25 20:27:35.104802,0
INIT-#98a5e0-3695,inbound,3696,1,255,255,1,系统初始化入库,7303,2025-11-25 20:27:35.104803,2025-11-25 20:27:35.104804,0
INIT-#dab9c7-3696,inbound,3697,2,471,471,1,系统初始化入库,7304,2025-11-25 20:27:35.104806,2025-11-25 20:27:35.104807,0
INIT-#168819-3696,inbound,3697,5,655,655,1,系统初始化入库,7305,2025-11-25 20:27:35.104808,2025-11-25 20:27:35.104809,0
INIT-#6683c0-3696,inbound,3697,1,1347,1347,1,系统初始化入库,7306,2025-11-25 20:27:35.104810,2025-11-25 20:27:35.104811,0
INIT-#756280-3697,inbound,3698,1,477,477,1,系统初始化入库,7307,2025-11-25 20:27:35.104812,2025-11-25 20:27:35.104813,0
INIT-#e4286e-3697,inbound,3698,6,1724,1724,1,系统初始化入库,7308,2025-11-25 20:27:35.104814,2025-11-25 20:27:35.104815,0
INIT-#232f43-3698,inbound,3699,1,1699,1699,1,系统初始化入库,7309,2025-11-25 20:27:35.104816,2025-11-25 20:27:35.104818,0
INIT-#b82f9f-3698,inbound,3699,2,397,397,1,系统初始化入库,7310,2025-11-25 20:27:35.104819,2025-11-25 20:27:35.104820,0
INIT-#5a0819-3698,inbound,3699,6,713,713,1,系统初始化入库,7311,2025-11-25 20:27:35.104821,2025-11-25 20:27:35.104822,0
INIT-#259170-3699,inbound,3700,2,1314,1314,1,系统初始化入库,7312,2025-11-25 20:27:35.104823,2025-11-25 20:27:35.104824,0
INIT-#52ce26-3700,inbound,3701,4,1117,1117,1,系统初始化入库,7313,2025-11-25 20:27:35.208231,2025-11-25 20:27:35.208234,0
INIT-#0d3bf6-3700,inbound,3701,6,114,114,1,系统初始化入库,7314,2025-11-25 20:27:35.208236,2025-11-25 20:27:35.208237,0
INIT-#ef7768-3701,inbound,3702,5,468,468,1,系统初始化入库,7315,2025-11-25 20:27:35.208238,2025-11-25 20:27:35.208239,0
INIT-#0a3fd5-3701,inbound,3702,3,852,852,1,系统初始化入库,7316,2025-11-25 20:27:35.208240,2025-11-25 20:27:35.208241,0
INIT-#b8f59c-3702,inbound,3703,5,723,723,1,系统初始化入库,7317,2025-11-25 20:27:35.208243,2025-11-25 20:27:35.208244,0
INIT-#e5a7b4-3702,inbound,3703,1,426,426,1,系统初始化入库,7318,2025-11-25 20:27:35.208245,2025-11-25 20:27:35.208246,0
INIT-#17a535-3703,inbound,3704,5,1126,1126,1,系统初始化入库,7319,2025-11-25 20:27:35.208247,2025-11-25 20:27:35.208248,0
INIT-#9f6885-3703,inbound,3704,2,1161,1161,1,系统初始化入库,7320,2025-11-25 20:27:35.208249,2025-11-25 20:27:35.208250,0
INIT-#4288bd-3703,inbound,3704,1,208,208,1,系统初始化入库,7321,2025-11-25 20:27:35.208251,2025-11-25 20:27:35.208252,0
INIT-#c4f706-3704,inbound,3705,6,1369,1369,1,系统初始化入库,7322,2025-11-25 20:27:35.208253,2025-11-25 20:27:35.208254,0
INIT-#277190-3705,inbound,3706,1,1043,1043,1,系统初始化入库,7323,2025-11-25 20:27:35.208256,2025-11-25 20:27:35.208256,0
INIT-#a31fec-3705,inbound,3706,3,308,308,1,系统初始化入库,7324,2025-11-25 20:27:35.208258,2025-11-25 20:27:35.208259,0
INIT-#63d8a1-3705,inbound,3706,6,1202,1202,1,系统初始化入库,7325,2025-11-25 20:27:35.208260,2025-11-25 20:27:35.208261,0
INIT-#bfe034-3706,inbound,3707,1,791,791,1,系统初始化入库,7326,2025-11-25 20:27:35.208262,2025-11-25 20:27:35.208263,0
INIT-#9988fc-3706,inbound,3707,5,963,963,1,系统初始化入库,7327,2025-11-25 20:27:35.208264,2025-11-25 20:27:35.208265,0
INIT-#f3a1ce-3707,inbound,3708,3,1985,1985,1,系统初始化入库,7328,2025-11-25 20:27:35.208266,2025-11-25 20:27:35.208267,0
INIT-#f28e2b-3708,inbound,3709,1,1117,1117,1,系统初始化入库,7329,2025-11-25 20:27:35.208268,2025-11-25 20:27:35.208269,0
INIT-#1782ee-3708,inbound,3709,2,1625,1625,1,系统初始化入库,7330,2025-11-25 20:27:35.208270,2025-11-25 20:27:35.208271,0
INIT-#adb4b8-3709,inbound,3710,3,481,481,1,系统初始化入库,7331,2025-11-25 20:27:35.208272,2025-11-25 20:27:35.208273,0
INIT-#aecbf2-3709,inbound,3710,4,142,142,1,系统初始化入库,7332,2025-11-25 20:27:35.208274,2025-11-25 20:27:35.208275,0
INIT-#3274e2-3710,inbound,3711,6,696,696,1,系统初始化入库,7333,2025-11-25 20:27:35.208277,2025-11-25 20:27:35.208278,0
INIT-#63608d-3711,inbound,3712,5,328,328,1,系统初始化入库,7334,2025-11-25 20:27:35.208279,2025-11-25 20:27:35.208280,0
INIT-#aa1416-3712,inbound,3713,1,1112,1112,1,系统初始化入库,7335,2025-11-25 20:27:35.208281,2025-11-25 20:27:35.208282,0
INIT-#dcbc31-3713,inbound,3714,2,656,656,1,系统初始化入库,7336,2025-11-25 20:27:35.208283,2025-11-25 20:27:35.208284,0
INIT-#c9498d-3714,inbound,3715,3,1196,1196,1,系统初始化入库,7337,2025-11-25 20:27:35.208285,2025-11-25 20:27:35.208286,0
INIT-#2887b2-3715,inbound,3716,3,62,62,1,系统初始化入库,7338,2025-11-25 20:27:35.208287,2025-11-25 20:27:35.208288,0
INIT-#8ad98c-3715,inbound,3716,2,1590,1590,1,系统初始化入库,7339,2025-11-25 20:27:35.208289,2025-11-25 20:27:35.208290,0
INIT-#90fea8-3716,inbound,3717,2,591,591,1,系统初始化入库,7340,2025-11-25 20:27:35.208291,2025-11-25 20:27:35.208292,0
INIT-#03b683-3716,inbound,3717,3,919,919,1,系统初始化入库,7341,2025-11-25 20:27:35.208293,2025-11-25 20:27:35.208294,0
INIT-#63d397-3716,inbound,3717,1,318,318,1,系统初始化入库,7342,2025-11-25 20:27:35.208296,2025-11-25 20:27:35.208297,0
INIT-#6a16f2-3717,inbound,3718,5,1989,1989,1,系统初始化入库,7343,2025-11-25 20:27:35.208298,2025-11-25 20:27:35.208299,0
INIT-#c93de9-3718,inbound,3719,3,1623,1623,1,系统初始化入库,7344,2025-11-25 20:27:35.208300,2025-11-25 20:27:35.208301,0
INIT-#a429b4-3719,inbound,3720,6,552,552,1,系统初始化入库,7345,2025-11-25 20:27:35.208302,2025-11-25 20:27:35.208303,0
INIT-#b265ea-3719,inbound,3720,4,936,936,1,系统初始化入库,7346,2025-11-25 20:27:35.208304,2025-11-25 20:27:35.208305,0
INIT-#3fa85b-3720,inbound,3721,6,1549,1549,1,系统初始化入库,7347,2025-11-25 20:27:35.208307,2025-11-25 20:27:35.208308,0
INIT-#016559-3720,inbound,3721,4,1688,1688,1,系统初始化入库,7348,2025-11-25 20:27:35.208309,2025-11-25 20:27:35.208310,0
INIT-#6d9a15-3720,inbound,3721,3,1606,1606,1,系统初始化入库,7349,2025-11-25 20:27:35.208311,2025-11-25 20:27:35.208312,0
INIT-#84d327-3721,inbound,3722,3,1992,1992,1,系统初始化入库,7350,2025-11-25 20:27:35.208313,2025-11-25 20:27:35.208314,0
INIT-#dd71d8-3721,inbound,3722,5,1834,1834,1,系统初始化入库,7351,2025-11-25 20:27:35.208316,2025-11-25 20:27:35.208317,0
INIT-#0d56a2-3721,inbound,3722,4,1990,1990,1,系统初始化入库,7352,2025-11-25 20:27:35.208318,2025-11-25 20:27:35.208319,0
INIT-#6628fc-3722,inbound,3723,4,250,250,1,系统初始化入库,7353,2025-11-25 20:27:35.208320,2025-11-25 20:27:35.208321,0
INIT-#b778dc-3722,inbound,3723,1,802,802,1,系统初始化入库,7354,2025-11-25 20:27:35.208322,2025-11-25 20:27:35.208323,0
INIT-#a9fe14-3722,inbound,3723,6,1313,1313,1,系统初始化入库,7355,2025-11-25 20:27:35.208324,2025-11-25 20:27:35.208325,0
INIT-#22393a-3723,inbound,3724,2,269,269,1,系统初始化入库,7356,2025-11-25 20:27:35.208327,2025-11-25 20:27:35.208328,0
INIT-#f23174-3723,inbound,3724,4,679,679,1,系统初始化入库,7357,2025-11-25 20:27:35.208329,2025-11-25 20:27:35.208330,0
INIT-#12689f-3723,inbound,3724,5,600,600,1,系统初始化入库,7358,2025-11-25 20:27:35.208331,2025-11-25 20:27:35.208332,0
INIT-#7b0f29-3724,inbound,3725,6,1156,1156,1,系统初始化入库,7359,2025-11-25 20:27:35.208333,2025-11-25 20:27:35.208334,0
INIT-#ec80bd-3724,inbound,3725,3,1946,1946,1,系统初始化入库,7360,2025-11-25 20:27:35.208335,2025-11-25 20:27:35.208336,0
INIT-#a8a026-3725,inbound,3726,6,1773,1773,1,系统初始化入库,7361,2025-11-25 20:27:35.208337,2025-11-25 20:27:35.208338,0
INIT-#5559ac-3725,inbound,3726,4,87,87,1,系统初始化入库,7362,2025-11-25 20:27:35.208340,2025-11-25 20:27:35.208341,0
INIT-#b33d68-3725,inbound,3726,5,635,635,1,系统初始化入库,7363,2025-11-25 20:27:35.208342,2025-11-25 20:27:35.208343,0
INIT-#07ff9e-3726,inbound,3727,6,850,850,1,系统初始化入库,7364,2025-11-25 20:27:35.208344,2025-11-25 20:27:35.208345,0
INIT-#ee6a37-3727,inbound,3728,6,639,639,1,系统初始化入库,7365,2025-11-25 20:27:35.208346,2025-11-25 20:27:35.208347,0
INIT-#1f527e-3727,inbound,3728,1,399,399,1,系统初始化入库,7366,2025-11-25 20:27:35.208348,2025-11-25 20:27:35.208349,0
INIT-#59222b-3727,inbound,3728,2,273,273,1,系统初始化入库,7367,2025-11-25 20:27:35.208350,2025-11-25 20:27:35.208352,0
INIT-#85d7cf-3728,inbound,3729,4,1808,1808,1,系统初始化入库,7368,2025-11-25 20:27:35.208353,2025-11-25 20:27:35.208354,0
INIT-#b5243e-3728,inbound,3729,1,354,354,1,系统初始化入库,7369,2025-11-25 20:27:35.208355,2025-11-25 20:27:35.208356,0
INIT-#fec1cc-3728,inbound,3729,6,1923,1923,1,系统初始化入库,7370,2025-11-25 20:27:35.208357,2025-11-25 20:27:35.208358,0
INIT-#f97ff5-3729,inbound,3730,3,226,226,1,系统初始化入库,7371,2025-11-25 20:27:35.208359,2025-11-25 20:27:35.208360,0
INIT-#b545f6-3729,inbound,3730,2,1295,1295,1,系统初始化入库,7372,2025-11-25 20:27:35.208361,2025-11-25 20:27:35.208362,0
INIT-#17e01e-3729,inbound,3730,5,851,851,1,系统初始化入库,7373,2025-11-25 20:27:35.208363,2025-11-25 20:27:35.208364,0
INIT-#77ea84-3730,inbound,3731,6,50,50,1,系统初始化入库,7374,2025-11-25 20:27:35.208365,2025-11-25 20:27:35.208366,0
INIT-#731e8a-3731,inbound,3732,3,1880,1880,1,系统初始化入库,7375,2025-11-25 20:27:35.208368,2025-11-25 20:27:35.208369,0
INIT-#af613c-3731,inbound,3732,4,383,383,1,系统初始化入库,7376,2025-11-25 20:27:35.208370,2025-11-25 20:27:35.208371,0
INIT-#c52c6e-3732,inbound,3733,6,981,981,1,系统初始化入库,7377,2025-11-25 20:27:35.208372,2025-11-25 20:27:35.208373,0
INIT-#82da47-3732,inbound,3733,1,694,694,1,系统初始化入库,7378,2025-11-25 20:27:35.208374,2025-11-25 20:27:35.208375,0
INIT-#eac049-3732,inbound,3733,5,1659,1659,1,系统初始化入库,7379,2025-11-25 20:27:35.208376,2025-11-25 20:27:35.208377,0
INIT-#46e807-3733,inbound,3734,1,99,99,1,系统初始化入库,7380,2025-11-25 20:27:35.208378,2025-11-25 20:27:35.208379,0
INIT-#6f1cfb-3733,inbound,3734,5,1451,1451,1,系统初始化入库,7381,2025-11-25 20:27:35.208380,2025-11-25 20:27:35.208381,0
INIT-#14bb9e-3734,inbound,3735,3,1061,1061,1,系统初始化入库,7382,2025-11-25 20:27:35.208382,2025-11-25 20:27:35.208383,0
INIT-#84ff1f-3735,inbound,3736,5,1522,1522,1,系统初始化入库,7383,2025-11-25 20:27:35.208385,2025-11-25 20:27:35.208385,0
